Count,Value,brand,product,total_review_count
1415.0,buildable coverage,MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,9121
1307.0,long wearing,MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,9121
567.0,oil-free,MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,9121
62.0,lightweight,MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,9121
41.0,natural,MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,9121
36.0,oily,MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,9121
35.0,natural looking,MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,9121
27.0,natural finish,MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,9121
24.0,light weight,MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,9121
19.0,flawless,MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,9121
18.0,disappointing,MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,9121
17.0,cakey,MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,9121
17.0,drying,MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,9121
17.0,medium coverage,MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,9121
13.0,full coverage,MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,9121
13.0,smooth,MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,9121
11.0,flawless finish,MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,9121
11.0,light-weight,MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,9121
11.0,sheer,MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,9121
10.0,blendable,MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,9121
10.0,comfortable,MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,9121
10.0,light coverage,MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,9121
8.0,dewy finish,MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,9121
8.0,natural-looking,MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,9121
7.0,hydrating,MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,9121
7.0,matte,MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,9121
7.0,not long wearing,MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,9121
7.0,streaky,MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,9121
7.0,watery,MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,9121
6.0,easy to blend,MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,9121
385.0,buildable coverage,Giorgio Armani Beauty,Luminous Silk Foundation,2390
334.0,long wearing,Giorgio Armani Beauty,Luminous Silk Foundation,2390
134.0,oil-free,Giorgio Armani Beauty,Luminous Silk Foundation,2390
22.0,luminous,Giorgio Armani Beauty,Luminous Silk Foundation,2390
17.0,lightweight,Giorgio Armani Beauty,Luminous Silk Foundation,2390
14.0,natural,Giorgio Armani Beauty,Luminous Silk Foundation,2390
12.0,dewy,Giorgio Armani Beauty,Luminous Silk Foundation,2390
12.0,flawless,Giorgio Armani Beauty,Luminous Silk Foundation,2390
7.0,radiant,Giorgio Armani Beauty,Luminous Silk Foundation,2390
5.0,natural finish,Giorgio Armani Beauty,Luminous Silk Foundation,2390
5.0,natural looking,Giorgio Armani Beauty,Luminous Silk Foundation,2390
5.0,smooth,Giorgio Armani Beauty,Luminous Silk Foundation,2390
4.0,light weight,Giorgio Armani Beauty,Luminous Silk Foundation,2390
3.0,blendable,Giorgio Armani Beauty,Luminous Silk Foundation,2390
3.0,flawless finish,Giorgio Armani Beauty,Luminous Silk Foundation,2390
3.0,hydrating,Giorgio Armani Beauty,Luminous Silk Foundation,2390
3.0,light,Giorgio Armani Beauty,Luminous Silk Foundation,2390
3.0,light-weight,Giorgio Armani Beauty,Luminous Silk Foundation,2390
3.0,moisturizing,Giorgio Armani Beauty,Luminous Silk Foundation,2390
3.0,not long wearing,Giorgio Armani Beauty,Luminous Silk Foundation,2390
3.0,sheer,Giorgio Armani Beauty,Luminous Silk Foundation,2390
3.0,silky,Giorgio Armani Beauty,Luminous Silk Foundation,2390
2.0,airbrushed,Giorgio Armani Beauty,Luminous Silk Foundation,2390
2.0,breathable,Giorgio Armani Beauty,Luminous Silk Foundation,2390
2.0,cakey,Giorgio Armani Beauty,Luminous Silk Foundation,2390
2.0,creamy,Giorgio Armani Beauty,Luminous Silk Foundation,2390
2.0,dewy finish,Giorgio Armani Beauty,Luminous Silk Foundation,2390
2.0,drying,Giorgio Armani Beauty,Luminous Silk Foundation,2390
2.0,easy to apply,Giorgio Armani Beauty,Luminous Silk Foundation,2390
2.0,great for dry skin,Giorgio Armani Beauty,Luminous Silk Foundation,2390
1165.0,long wearing,Estée Lauder,Double Wear Stay-in-Place Foundation,4593
905.0,buildable coverage,Estée Lauder,Double Wear Stay-in-Place Foundation,4593
608.0,oil-free,Estée Lauder,Double Wear Stay-in-Place Foundation,4593
77.0,full coverage,Estée Lauder,Double Wear Stay-in-Place Foundation,4593
26.0,cakey,Estée Lauder,Double Wear Stay-in-Place Foundation,4593
26.0,matte,Estée Lauder,Double Wear Stay-in-Place Foundation,4593
25.0,flawless,Estée Lauder,Double Wear Stay-in-Place Foundation,4593
16.0,amazing,Estée Lauder,Double Wear Stay-in-Place Foundation,4593
13.0,matte finish,Estée Lauder,Double Wear Stay-in-Place Foundation,4593
11.0,natural finish,Estée Lauder,Double Wear Stay-in-Place Foundation,4593
8.0,heavy,Estée Lauder,Double Wear Stay-in-Place Foundation,4593
8.0,holy grail,Estée Lauder,Double Wear Stay-in-Place Foundation,4593
7.0,drying,Estée Lauder,Double Wear Stay-in-Place Foundation,4593
7.0,great coverage,Estée Lauder,Double Wear Stay-in-Place Foundation,4593
7.0,lightweight,Estée Lauder,Double Wear Stay-in-Place Foundation,4593
7.0,mattifying,Estée Lauder,Double Wear Stay-in-Place Foundation,4593
5.0,flawless finish,Estée Lauder,Double Wear Stay-in-Place Foundation,4593
5.0,perfect,Estée Lauder,Double Wear Stay-in-Place Foundation,4593
5.0,thick,Estée Lauder,Double Wear Stay-in-Place Foundation,4593
4.0,creamy,Estée Lauder,Double Wear Stay-in-Place Foundation,4593
4.0,light weight,Estée Lauder,Double Wear Stay-in-Place Foundation,4593
4.0,medium-full coverage,Estée Lauder,Double Wear Stay-in-Place Foundation,4593
4.0,natural looking,Estée Lauder,Double Wear Stay-in-Place Foundation,4593
4.0,transfer resistant,Estée Lauder,Double Wear Stay-in-Place Foundation,4593
3.0,dry,Estée Lauder,Double Wear Stay-in-Place Foundation,4593
3.0,flawless coverage,Estée Lauder,Double Wear Stay-in-Place Foundation,4593
3.0,great for oily skin,Estée Lauder,Double Wear Stay-in-Place Foundation,4593
3.0,oil controlling,Estée Lauder,Double Wear Stay-in-Place Foundation,4593
3.0,semi-matte,Estée Lauder,Double Wear Stay-in-Place Foundation,4593
3.0,smooth,Estée Lauder,Double Wear Stay-in-Place Foundation,4593
23.0,full coverage,IT Cosmetics,Your Skin But Better™ CC+™ Cream with SPF 50+,2617
17.0,hydrating,IT Cosmetics,Your Skin But Better™ CC+™ Cream with SPF 50+,2617
14.0,moisturizing,IT Cosmetics,Your Skin But Better™ CC+™ Cream with SPF 50+,2617
13.0,amazing,IT Cosmetics,Your Skin But Better™ CC+™ Cream with SPF 50+,2617
9.0,lightweight,IT Cosmetics,Your Skin But Better™ CC+™ Cream with SPF 50+,2617
8.0,cakey,IT Cosmetics,Your Skin But Better™ CC+™ Cream with SPF 50+,2617
8.0,medium coverage,IT Cosmetics,Your Skin But Better™ CC+™ Cream with SPF 50+,2617
6.0,good coverage,IT Cosmetics,Your Skin But Better™ CC+™ Cream with SPF 50+,2617
5.0,buildable,IT Cosmetics,Your Skin But Better™ CC+™ Cream with SPF 50+,2617
5.0,easy to use,IT Cosmetics,Your Skin But Better™ CC+™ Cream with SPF 50+,2617
5.0,great coverage,IT Cosmetics,Your Skin But Better™ CC+™ Cream with SPF 50+,2617
5.0,smells good,IT Cosmetics,Your Skin But Better™ CC+™ Cream with SPF 50+,2617
5.0,smooth,IT Cosmetics,Your Skin But Better™ CC+™ Cream with SPF 50+,2617
4.0,blendable,IT Cosmetics,Your Skin But Better™ CC+™ Cream with SPF 50+,2617
4.0,creamy,IT Cosmetics,Your Skin But Better™ CC+™ Cream with SPF 50+,2617
4.0,long lasting,IT Cosmetics,Your Skin But Better™ CC+™ Cream with SPF 50+,2617
4.0,natural,IT Cosmetics,Your Skin But Better™ CC+™ Cream with SPF 50+,2617
4.0,perfect,IT Cosmetics,Your Skin But Better™ CC+™ Cream with SPF 50+,2617
4.0,thick,IT Cosmetics,Your Skin But Better™ CC+™ Cream with SPF 50+,2617
3.0,beautiful,IT Cosmetics,Your Skin But Better™ CC+™ Cream with SPF 50+,2617
3.0,color correcting,IT Cosmetics,Your Skin But Better™ CC+™ Cream with SPF 50+,2617
3.0,dewy,IT Cosmetics,Your Skin But Better™ CC+™ Cream with SPF 50+,2617
3.0,easy to apply,IT Cosmetics,Your Skin But Better™ CC+™ Cream with SPF 50+,2617
3.0,greasy,IT Cosmetics,Your Skin But Better™ CC+™ Cream with SPF 50+,2617
3.0,holy grail,IT Cosmetics,Your Skin But Better™ CC+™ Cream with SPF 50+,2617
3.0,luminous,IT Cosmetics,Your Skin But Better™ CC+™ Cream with SPF 50+,2617
3.0,natural finish,IT Cosmetics,Your Skin But Better™ CC+™ Cream with SPF 50+,2617
3.0,natural looking,IT Cosmetics,Your Skin But Better™ CC+™ Cream with SPF 50+,2617
3.0,oily,IT Cosmetics,Your Skin But Better™ CC+™ Cream with SPF 50+,2617
2.0,awesome,IT Cosmetics,Your Skin But Better™ CC+™ Cream with SPF 50+,2617
1239.0,long wearing,Lancôme,Teint Idole Ultra Long Wear Foundation,4138
1060.0,buildable coverage,Lancôme,Teint Idole Ultra Long Wear Foundation,4138
773.0,oil-free,Lancôme,Teint Idole Ultra Long Wear Foundation,4138
35.0,full coverage,Lancôme,Teint Idole Ultra Long Wear Foundation,4138
29.0,matte,Lancôme,Teint Idole Ultra Long Wear Foundation,4138
25.0,lightweight,Lancôme,Teint Idole Ultra Long Wear Foundation,4138
19.0,flawless,Lancôme,Teint Idole Ultra Long Wear Foundation,4138
16.0,natural,Lancôme,Teint Idole Ultra Long Wear Foundation,4138
13.0,natural finish,Lancôme,Teint Idole Ultra Long Wear Foundation,4138
13.0,smooth,Lancôme,Teint Idole Ultra Long Wear Foundation,4138
11.0,light,Lancôme,Teint Idole Ultra Long Wear Foundation,4138
11.0,light weight,Lancôme,Teint Idole Ultra Long Wear Foundation,4138
10.0,moisturizing,Lancôme,Teint Idole Ultra Long Wear Foundation,4138
9.0,blendable,Lancôme,Teint Idole Ultra Long Wear Foundation,4138
9.0,drying,Lancôme,Teint Idole Ultra Long Wear Foundation,4138
9.0,matte finish,Lancôme,Teint Idole Ultra Long Wear Foundation,4138
8.0,amazing,Lancôme,Teint Idole Ultra Long Wear Foundation,4138
7.0,comfortable,Lancôme,Teint Idole Ultra Long Wear Foundation,4138
7.0,easy to apply,Lancôme,Teint Idole Ultra Long Wear Foundation,4138
7.0,flawless finish,Lancôme,Teint Idole Ultra Long Wear Foundation,4138
7.0,great coverage,Lancôme,Teint Idole Ultra Long Wear Foundation,4138
7.0,light-weight,Lancôme,Teint Idole Ultra Long Wear Foundation,4138
7.0,long lasting,Lancôme,Teint Idole Ultra Long Wear Foundation,4138
7.0,natural looking,Lancôme,Teint Idole Ultra Long Wear Foundation,4138
7.0,thick,Lancôme,Teint Idole Ultra Long Wear Foundation,4138
6.0,good coverage,Lancôme,Teint Idole Ultra Long Wear Foundation,4138
5.0,beautiful,Lancôme,Teint Idole Ultra Long Wear Foundation,4138
5.0,heavy,Lancôme,Teint Idole Ultra Long Wear Foundation,4138
4.0,beautiful finish,Lancôme,Teint Idole Ultra Long Wear Foundation,4138
4.0,cakey,Lancôme,Teint Idole Ultra Long Wear Foundation,4138
1070.0,buildable coverage,Too Faced,Born This Way Foundation,7282
890.0,long wearing,Too Faced,Born This Way Foundation,7282
615.0,oil-free,Too Faced,Born This Way Foundation,7282
37.0,natural,Too Faced,Born This Way Foundation,7282
32.0,natural looking,Too Faced,Born This Way Foundation,7282
31.0,oily,Too Faced,Born This Way Foundation,7282
30.0,hydrating,Too Faced,Born This Way Foundation,7282
28.0,full coverage,Too Faced,Born This Way Foundation,7282
23.0,natural finish,Too Faced,Born This Way Foundation,7282
20.0,dewy,Too Faced,Born This Way Foundation,7282
20.0,lightweight,Too Faced,Born This Way Foundation,7282
16.0,cakey,Too Faced,Born This Way Foundation,7282
15.0,flawless,Too Faced,Born This Way Foundation,7282
13.0,radiant,Too Faced,Born This Way Foundation,7282
13.0,smooth,Too Faced,Born This Way Foundation,7282
11.0,light,Too Faced,Born This Way Foundation,7282
11.0,not long wearing,Too Faced,Born This Way Foundation,7282
10.0,moisturizing,Too Faced,Born This Way Foundation,7282
9.0,luminous,Too Faced,Born This Way Foundation,7282
8.0,blendable,Too Faced,Born This Way Foundation,7282
8.0,flawless finish,Too Faced,Born This Way Foundation,7282
8.0,natural-looking,Too Faced,Born This Way Foundation,7282
7.0,amazing,Too Faced,Born This Way Foundation,7282
7.0,greasy,Too Faced,Born This Way Foundation,7282
7.0,light weight,Too Faced,Born This Way Foundation,7282
7.0,medium coverage,Too Faced,Born This Way Foundation,7282
6.0,beautiful finish,Too Faced,Born This Way Foundation,7282
6.0,flawless coverage,Too Faced,Born This Way Foundation,7282
6.0,glowy,Too Faced,Born This Way Foundation,7282
5.0,good coverage,Too Faced,Born This Way Foundation,7282
2892.0,lightweight,Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20,4533
2776.0,contains SPF,Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20,4533
2684.0,sheer coverage,Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20,4533
43.0,moisturizing,Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20,4533
32.0,dewy,Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20,4533
28.0,natural looking,Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20,4533
19.0,buildable,Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20,4533
16.0,amazing,Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20,4533
16.0,natural,Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20,4533
14.0,smooth,Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20,4533
13.0,hydrating,Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20,4533
11.0,buildable coverage,Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20,4533
11.0,easy to apply,Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20,4533
10.0,easy to use,Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20,4533
10.0,perfect,Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20,4533
9.0,blendable,Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20,4533
9.0,evens skin tone,Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20,4533
9.0,long lasting,Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20,4533
9.0,non-greasy,Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20,4533
7.0,creamy,Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20,4533
7.0,good coverage,Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20,4533
7.0,oily,Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20,4533
6.0,expensive,Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20,4533
6.0,greasy,Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20,4533
6.0,looks natural,Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20,4533
5.0,a little goes a long way,Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20,4533
5.0,evens out skin tone,Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20,4533
5.0,evens skintone,Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20,4533
5.0,great coverage,Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20,4533
5.0,heavy,Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20,4533
14174.0,natural finish,bareMinerals,Original Foundation Broad Spectrum SPF 15,19288
10648.0,buildable coverage,bareMinerals,Original Foundation Broad Spectrum SPF 15,19288
8927.0,non-drying,bareMinerals,Original Foundation Broad Spectrum SPF 15,19288
729.0,long wearing,bareMinerals,Original Foundation Broad Spectrum SPF 15,19288
632.0,oil-free,bareMinerals,Original Foundation Broad Spectrum SPF 15,19288
127.0,light,bareMinerals,Original Foundation Broad Spectrum SPF 15,19288
112.0,flawless,bareMinerals,Original Foundation Broad Spectrum SPF 15,19288
98.0,lightweight,bareMinerals,Original Foundation Broad Spectrum SPF 15,19288
90.0,easy to apply,bareMinerals,Original Foundation Broad Spectrum SPF 15,19288
89.0,easy to use,bareMinerals,Original Foundation Broad Spectrum SPF 15,19288
87.0,amazing,bareMinerals,Original Foundation Broad Spectrum SPF 15,19288
73.0,long lasting,bareMinerals,Original Foundation Broad Spectrum SPF 15,19288
71.0,natural,bareMinerals,Original Foundation Broad Spectrum SPF 15,19288
68.0,cakey,bareMinerals,Original Foundation Broad Spectrum SPF 15,19288
62.0,drying,bareMinerals,Original Foundation Broad Spectrum SPF 15,19288
62.0,perfect,bareMinerals,Original Foundation Broad Spectrum SPF 15,19288
58.0,light weight,bareMinerals,Original Foundation Broad Spectrum SPF 15,19288
50.0,natural looking,bareMinerals,Original Foundation Broad Spectrum SPF 15,19288
47.0,awesome,bareMinerals,Original Foundation Broad Spectrum SPF 15,19288
43.0,great for sensitive skin,bareMinerals,Original Foundation Broad Spectrum SPF 15,19288
43.0,smooth,bareMinerals,Original Foundation Broad Spectrum SPF 15,19288
39.0,long-lasting,bareMinerals,Original Foundation Broad Spectrum SPF 15,19288
31.0,luminous,bareMinerals,Original Foundation Broad Spectrum SPF 15,19288
29.0,messy,bareMinerals,Original Foundation Broad Spectrum SPF 15,19288
29.0,weightless,bareMinerals,Original Foundation Broad Spectrum SPF 15,19288
28.0,flawless finish,bareMinerals,Original Foundation Broad Spectrum SPF 15,19288
28.0,wonderful,bareMinerals,Original Foundation Broad Spectrum SPF 15,19288
27.0,non-irritating,bareMinerals,Original Foundation Broad Spectrum SPF 15,19288
26.0,breathable,bareMinerals,Original Foundation Broad Spectrum SPF 15,19288
25.0,amazing!,bareMinerals,Original Foundation Broad Spectrum SPF 15,19288
607.0,long wearing,Dior,Dior Airflash Spray Foundation,3470
597.0,buildable coverage,Dior,Dior Airflash Spray Foundation,3470
318.0,moisturizing,Dior,Dior Airflash Spray Foundation,3470
243.0,oil-free,Dior,Dior Airflash Spray Foundation,3470
68.0,flawless,Dior,Dior Airflash Spray Foundation,3470
68.0,light,Dior,Dior Airflash Spray Foundation,3470
42.0,lightweight,Dior,Dior Airflash Spray Foundation,3470
41.0,easy to use,Dior,Dior Airflash Spray Foundation,3470
30.0,light weight,Dior,Dior Airflash Spray Foundation,3470
28.0,full coverage,Dior,Dior Airflash Spray Foundation,3470
25.0,amazing,Dior,Dior Airflash Spray Foundation,3470
25.0,great coverage,Dior,Dior Airflash Spray Foundation,3470
23.0,flawless finish,Dior,Dior Airflash Spray Foundation,3470
20.0,long lasting,Dior,Dior Airflash Spray Foundation,3470
19.0,natural,Dior,Dior Airflash Spray Foundation,3470
19.0,smooth,Dior,Dior Airflash Spray Foundation,3470
18.0,good coverage,Dior,Dior Airflash Spray Foundation,3470
16.0,easy to apply,Dior,Dior Airflash Spray Foundation,3470
14.0,easy,Dior,Dior Airflash Spray Foundation,3470
13.0,natural looking,Dior,Dior Airflash Spray Foundation,3470
12.0,matte,Dior,Dior Airflash Spray Foundation,3470
12.0,perfect,Dior,Dior Airflash Spray Foundation,3470
10.0,dewy,Dior,Dior Airflash Spray Foundation,3470
10.0,drying,Dior,Dior Airflash Spray Foundation,3470
10.0,foundation,Dior,Dior Airflash Spray Foundation,3470
9.0,blendable,Dior,Dior Airflash Spray Foundation,3470
9.0,expensive,Dior,Dior Airflash Spray Foundation,3470
9.0,messy,Dior,Dior Airflash Spray Foundation,3470
8.0,convenient,Dior,Dior Airflash Spray Foundation,3470
8.0,luminous,Dior,Dior Airflash Spray Foundation,3470
126.0,long wearing,Dior,Diorskin Forever Perfect Foundation Broad Spectrum SPF 35,1153
116.0,buildable coverage,Dior,Diorskin Forever Perfect Foundation Broad Spectrum SPF 35,1153
55.0,oil-free,Dior,Diorskin Forever Perfect Foundation Broad Spectrum SPF 35,1153
8.0,flawless,Dior,Diorskin Forever Perfect Foundation Broad Spectrum SPF 35,1153
6.0,oxidizes,Dior,Diorskin Forever Perfect Foundation Broad Spectrum SPF 35,1153
4.0,lightweight,Dior,Diorskin Forever Perfect Foundation Broad Spectrum SPF 35,1153
3.0,pore refining,Dior,Diorskin Forever Perfect Foundation Broad Spectrum SPF 35,1153
2.0,light-weight,Dior,Diorskin Forever Perfect Foundation Broad Spectrum SPF 35,1153
2.0,matte finish,Dior,Diorskin Forever Perfect Foundation Broad Spectrum SPF 35,1153
2.0,mattifying,Dior,Diorskin Forever Perfect Foundation Broad Spectrum SPF 35,1153
2.0,natural,Dior,Diorskin Forever Perfect Foundation Broad Spectrum SPF 35,1153
2.0,nice scent,Dior,Diorskin Forever Perfect Foundation Broad Spectrum SPF 35,1153
1.0,amazing,Dior,Diorskin Forever Perfect Foundation Broad Spectrum SPF 35,1153
1.0,awesome,Dior,Diorskin Forever Perfect Foundation Broad Spectrum SPF 35,1153
1.0,bad finish,Dior,Diorskin Forever Perfect Foundation Broad Spectrum SPF 35,1153
1.0,blendable,Dior,Diorskin Forever Perfect Foundation Broad Spectrum SPF 35,1153
1.0,chocolate girl friendly,Dior,Diorskin Forever Perfect Foundation Broad Spectrum SPF 35,1153
1.0,comfortable,Dior,Diorskin Forever Perfect Foundation Broad Spectrum SPF 35,1153
1.0,disappointing,Dior,Diorskin Forever Perfect Foundation Broad Spectrum SPF 35,1153
1.0,divine,Dior,Diorskin Forever Perfect Foundation Broad Spectrum SPF 35,1153
1.0,does not cause breakouts,Dior,Diorskin Forever Perfect Foundation Broad Spectrum SPF 35,1153
1.0,dreams,Dior,Diorskin Forever Perfect Foundation Broad Spectrum SPF 35,1153
1.0,effortless application,Dior,Diorskin Forever Perfect Foundation Broad Spectrum SPF 35,1153
1.0,evens skintone,Dior,Diorskin Forever Perfect Foundation Broad Spectrum SPF 35,1153
1.0,flowery scent,Dior,Diorskin Forever Perfect Foundation Broad Spectrum SPF 35,1153
1.0,forgeous finish,Dior,Diorskin Forever Perfect Foundation Broad Spectrum SPF 35,1153
1.0,full-coverage,Dior,Diorskin Forever Perfect Foundation Broad Spectrum SPF 35,1153
1.0,good for pictures,Dior,Diorskin Forever Perfect Foundation Broad Spectrum SPF 35,1153
1.0,highly perfumed,Dior,Diorskin Forever Perfect Foundation Broad Spectrum SPF 35,1153
1.0,highly recommendable,Dior,Diorskin Forever Perfect Foundation Broad Spectrum SPF 35,1153
124.0,hydrating,bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,2780
81.0,moisturizing,bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,2780
72.0,lightweight,bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,2780
44.0,dewy,bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,2780
41.0,natural,bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,2780
39.0,sheer,bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,2780
37.0,light coverage,bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,2780
36.0,light,bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,2780
25.0,amazing,bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,2780
13.0,easy to apply,bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,2780
12.0,easy to use,bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,2780
12.0,good coverage,bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,2780
11.0,greasy,bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,2780
11.0,luminous,bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,2780
11.0,natural looking,bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,2780
11.0,smooth,bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,2780
10.0,blendable,bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,2780
10.0,medium coverage,bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,2780
10.0,oily,bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,2780
9.0,buildable,bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,2780
9.0,creamy,bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,2780
9.0,long lasting,bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,2780
9.0,radiant,bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,2780
9.0,sheer coverage,bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,2780
9.0,shiny,bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,2780
8.0,buildable coverage,bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,2780
8.0,dewy finish,bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,2780
8.0,drying,bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,2780
8.0,light weight,bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,2780
7.0,awesome,bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer Broad Spectrum SPF 30,2780
979.0,buildable coverage,NARS,Sheer Glow Foundation,4274
808.0,long wearing,NARS,Sheer Glow Foundation,4274
511.0,moisturizing,NARS,Sheer Glow Foundation,4274
281.0,oil-free,NARS,Sheer Glow Foundation,4274
61.0,natural,NARS,Sheer Glow Foundation,4274
57.0,dewy,NARS,Sheer Glow Foundation,4274
55.0,lightweight,NARS,Sheer Glow Foundation,4274
50.0,flawless,NARS,Sheer Glow Foundation,4274
36.0,glowing,NARS,Sheer Glow Foundation,4274
34.0,natural looking,NARS,Sheer Glow Foundation,4274
33.0,sheer,NARS,Sheer Glow Foundation,4274
30.0,glowy,NARS,Sheer Glow Foundation,4274
29.0,blendable,NARS,Sheer Glow Foundation,4274
29.0,light,NARS,Sheer Glow Foundation,4274
26.0,smooth,NARS,Sheer Glow Foundation,4274
25.0,good coverage,NARS,Sheer Glow Foundation,4274
23.0,amazing,NARS,Sheer Glow Foundation,4274
23.0,light weight,NARS,Sheer Glow Foundation,4274
21.0,great coverage,NARS,Sheer Glow Foundation,4274
19.0,buildable,NARS,Sheer Glow Foundation,4274
17.0,natural finish,NARS,Sheer Glow Foundation,4274
15.0,full coverage,NARS,Sheer Glow Foundation,4274
